SYNCount,NumberOfPackets,UniqSrcIPs,DNSCount,RSTCount,SSHCount
2,308,10,19,0,0
2,226,10,19,0,0
2,149,10,12,0,0
2,152,10,12,0,0
2,141,8,12,0,0
2,141,10,10,0,0
2,149,10,12,0,0
0,59,7,4,0,0
0,71,9,4,0,0
0,113,9,4,0,0
0,159,10,4,0,0
0,190,10,4,0,0
1,225,10,6,0,0
1,227,9,6,0,0
1,209,7,2,0,0
1,206,7,2,0,0
1,189,7,2,0,0
1,138,7,2,0,0
3,273,8,2,0,0
3,308,8,2,0,0
3,294,9,2,0,0
3,294,9,2,0,0
3,295,10,3,0,0
3,350,10,3,0,0
3,389,10,5,0,0
3,541,10,5,0,0
1,389,8,5,0,0
1,374,8,5,0,0
1,436,7,7,0,0
1,690,7,7,0,0
1,1275,7,6,0,0
1,1931,7,6,0,0
2,2663,8,14,0,0
2,2903,8,14,0,0
2,3216,8,14,0,0
2,3159,9,14,0,0
1,3120,9,10,0,0
1,2904,9,10,0,0
1,2459,9,10,0,0
1,2099,9,34,0,0
0,1429,8,24,0,0
0,1155,8,24,0,0
0,837,7,24,0,0
0,1061,6,24,0,0
0,1041,6,24,0,0
0,1021,6,24,0,0
1,923,8,26,0,0
1,601,7,2,0,0
1,525,7,2,0,0
1,432,7,2,0,0
1,438,7,2,0,0
1,223,7,2,0,0
1,219,8,2,0,0
3,259,11,6,0,0
2,263,10,4,0,0
2,258,8,4,0,0
4,319,12,6,0,0
5,361,12,6,0,0
8,483,14,8,0,0
8,615,14,12,0,0
8,682,14,12,0,0
6,812,14,8,0,0
8,1128,15,10,0,0
9,1217,16,12,0,0
8,1256,15,10,0,0
8,1245,16,10,0,0
6,1216,17,12,0,0
7,1416,17,10,0,0
7,1396,17,10,0,0
7,1282,19,12,0,0
6,963,18,14,0,0
5,862,17,14,0,0
4,772,16,14,0,0
3,739,15,16,0,0
2,828,11,20,0,0
1,495,11,18,0,0
1,503,10,18,0,0
1,464,8,16,0,0
1,536,9,14,0,0
1,522,9,12,0,0
2,493,9,14,0,0
2,490,9,12,0,0
2,282,9,6,0,0
2,271,9,6,0,0
3,217,10,10,0,0
3,178,10,10,0,0
2,62,9,8,0,0
2,63,9,8,0,0
1,58,9,8,0,0
1,38,7,8,0,0
1,34,5,6,0,0
1,34,5,6,0,0
0,7,4,4,0,0
0,7,4,4,0,0
0,6,4,4,0,0
0,5,3,4,0,0
0,6,4,4,0,0
0,6,4,4,0,0
1,16,6,4,0,0
1,18,6,4,0,0
1,51,7,2,0,0
2,116,7,2,0,0
2,160,7,2,0,0
3,214,8,4,0,0
3,211,6,2,0,0
3,214,7,2,0,0
2,305,8,2,0,0
3,391,9,4,0,0
3,361,9,4,0,0
2,336,7,4,0,0
2,315,7,4,0,0
1,269,6,2,0,0
2,296,8,4,0,0
2,294,9,4,0,0
2,206,9,4,0,0
1,179,7,2,0,0
1,205,7,2,0,0
1,209,7,2,0,0
1,206,8,2,0,0
1,224,8,2,0,0
0,216,5,0,0,0
0,229,5,0,0,0
0,263,5,0,0,0
0,433,5,0,0,0
1,473,5,0,0,0
1,434,5,0,0,0
2,448,7,2,0,0
2,474,7,2,0,0
2,535,7,2,0,0
2,581,7,2,0,0
2,544,7,4,0,0
2,323,9,4,0,0
1,280,9,4,0,0
1,414,9,4,0,0
0,404,6,2,0,0
0,354,6,2,0,0
0,277,7,2,0,0
0,217,7,2,0,0
0,209,7,0,0,0
0,201,7,2,0,0
1,190,9,4,0,0
2,85,10,4,0,0
2,61,8,4,0,0
2,59,8,4,0,0
2,56,7,4,0,0
2,56,7,4,0,0
2,57,8,4,0,0
2,56,8,2,0,0
1,39,7,0,0,0
0,5,4,0,0,0
0,5,4,0,0,0
0,5,4,0,0,0
0,5,4,0,0,0
0,5,4,0,0,0
0,2,1,0,0,0
0,1,1,0,0,0
0,0,0,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,3,1,0,0,0
0,3,1,0,0,0
0,15,3,0,0,0
0,36,3,0,0,0
0,59,3,0,0,0
0,82,4,0,0,0
0,103,4,0,0,0
1,131,5,2,0,0
1,144,5,2,0,0
1,215,6,2,0,0
2,277,6,4,0,0
2,256,6,4,0,0
2,233,6,4,0,0
2,210,7,4,0,0
2,189,7,4,0,0
1,161,6,2,0,0
1,146,5,2,0,0
1,76,6,2,0,0
0,2,2,0,0,0
0,2,2,0,0,0
0,2,2,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,0,0,0,0,0
0,12,2,0,0,0
0,63,3,0,0,0
1,108,5,2,0,0
1,108,5,2,0,0
1,108,5,2,0,0
1,108,5,2,0,0
1,110,7,2,0,0
1,110,7,2,0,0
1,98,7,2,0,0
1,49,6,2,0,0
1,29,6,2,0,0
1,30,7,2,0,0
1,32,8,2,0,0
1,32,8,2,0,0
1,34,7,4,0,0
2,42,10,4,0,0
2,52,11,4,0,0
3,69,12,4,0,0
2,47,10,2,0,0
3,61,10,2,0,0
3,62,10,2,0,0
4,78,10,2,0,0
4,78,8,0,0,0
4,87,9,2,0,0
4,82,9,2,0,0
3,63,7,2,0,0
3,60,7,2,0,0
5,236,9,6,0,0
5,261,10,10,0,0
4,264,10,10,0,0
5,332,12,12,0,0
4,454,12,10,0,0
5,546,10,28,0,0
5,555,10,28,0,0
5,572,10,30,0,0
2,381,9,26,0,0
2,353,8,22,0,0
2,334,8,22,0,0
1,275,8,20,0,0
1,138,8,20,0,0
0,41,7,2,0,0
0,33,8,2,0,0
0,18,7,2,0,0
0,18,7,2,0,0
0,19,8,2,0,0
0,19,8,2,0,0
0,6,4,2,0,0
0,5,5,2,0,0
0,6,5,2,0,0
0,5,4,2,0,0
0,4,2,0,0,0
0,8,5,0,0,0
0,14,4,0,0,0
0,14,4,0,0,0
0,14,4,0,0,0
0,13,4,0,0,0
0,12,4,0,0,0
0,12,4,0,0,0
0,11,3,0,0,0
0,7,2,0,0,0
0,0,0,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
2,29,4,0,0,0
2,31,4,0,0,0
2,53,4,0,0,0
2,55,6,0,0,0
2,56,7,0,0,0
2,57,8,0,0,0
2,57,8,0,0,0
2,57,8,0,0,0
0,29,7,0,0,0
0,29,8,0,0,0
1,31,7,0,0,0
1,31,7,0,0,0
1,30,6,0,0,0
1,31,6,0,0,0
1,32,7,0,0,0
1,34,8,0,0,0
1,34,8,0,0,0
2,57,7,0,0,0
2,59,10,2,0,0
2,57,10,2,0,0
2,57,10,2,0,0
2,57,10,2,0,0
2,58,10,4,0,0
3,88,10,6,0,0
3,89,10,6,0,0
2,64,9,6,0,0
1,37,7,4,0,0
1,37,7,4,0,0
1,45,9,4,0,0
1,43,7,4,0,0
1,41,6,2,0,0
0,12,6,2,0,0
0,13,5,2,0,0
0,13,5,2,0,0
0,14,6,2,0,0
0,14,6,2,0,0
0,6,4,2,0,0
0,6,4,2,0,0
0,6,4,2,0,0
0,3,2,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,1,0,0,0
1,35,5,4,0,0
1,35,5,4,0,0
1,35,5,4,0,0
1,35,5,4,0,0
1,37,5,6,0,0
1,37,5,6,0,0
1,37,5,6,0,0
1,36,5,6,0,0
1,25,4,2,0,0
1,34,7,2,0,0
1,34,7,2,0,0
1,34,7,2,0,0
1,34,7,2,0,0
1,34,7,2,0,0
1,34,7,2,0,0
1,35,8,2,0,0
0,12,6,2,0,0
0,5,3,2,0,0
0,5,3,2,0,0
0,6,4,2,0,0
0,4,3,0,0,0
0,4,3,0,0,0
0,4,3,0,0,0
0,7,4,0,0,0
1,32,7,2,0,0
1,30,7,2,0,0
1,30,7,2,0,0
1,29,7,2,0,0
1,33,8,4,0,0
1,37,9,4,0,0
1,41,9,4,0,0
1,37,9,4,0,0
0,14,8,2,0,0
0,14,8,2,0,0
0,14,8,2,0,0
0,14,8,2,0,0
0,12,8,2,0,0
0,8,6,2,0,0
0,35,6,2,0,0
0,36,7,2,0,0
0,36,7,2,0,0
0,39,8,2,0,0
0,41,8,2,0,0
0,41,8,2,0,0
0,40,7,0,0,0
0,40,7,0,0,0
0,9,6,0,0,0
0,10,7,0,0,0
0,8,5,0,0,0
0,6,3,0,0,0
0,9,5,0,0,0
2,63,9,2,0,0
2,83,8,2,0,0
2,83,8,2,0,0
2,83,8,2,0,0
2,84,9,4,0,0
2,85,9,4,0,0
2,84,8,4,0,0
2,80,8,4,0,0
1,57,8,4,0,0
1,36,6,4,0,0
1,36,6,4,0,0
1,36,6,4,0,0
1,35,6,4,0,0
1,34,6,4,0,0
1,34,6,4,0,0
1,33,5,4,0,0
0,2,2,2,0,0
0,2,2,2,0,0
0,3,3,2,0,0
0,3,3,2,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,2,2,0,0,0
0,2,2,0,0,0
0,2,2,0,0,0
0,2,2,0,0,0
0,3,2,0,0,0
0,3,2,0,0,0
0,4,3,0,0,0
0,4,3,0,0,0
0,3,2,0,0,0
0,3,2,0,0,0
0,7,2,0,0,0
0,7,2,0,0,0
0,7,3,0,0,0
0,7,3,0,0,0
0,6,3,0,0,0
0,6,3,0,0,0
0,7,3,0,0,0
0,10,3,0,0,0
0,6,3,0,0,0
0,8,4,0,0,0
0,6,3,0,0,0
0,8,4,0,0,0
1,38,7,4,0,0
1,40,8,4,0,0
1,39,8,4,0,0
1,40,10,4,0,0
1,42,10,4,0,0
1,42,9,6,0,0
1,42,9,6,0,0
1,42,9,6,0,0
0,12,7,2,0,0
0,12,7,2,0,0
0,12,7,2,0,0
0,8,6,2,0,0
0,8,5,2,0,0
0,8,5,2,0,0
1,37,7,4,0,0
1,35,7,4,0,0
1,35,7,4,0,0
1,33,5,4,0,0
1,33,5,4,0,0
1,35,5,6,0,0
1,33,5,6,0,0
1,31,5,4,0,0
0,2,2,2,0,0
0,2,2,2,0,0
0,3,3,2,0,0
0,3,3,2,0,0
0,3,3,2,0,0
0,3,3,2,0,0
0,3,3,2,0,0
0,3,3,2,0,0
0,3,3,2,0,0
0,3,3,2,0,0
0,3,3,2,0,0
0,3,3,2,0,0
0,4,4,2,0,0
0,2,2,0,0,0
0,2,2,0,0,0
0,2,2,0,0,0
0,2,2,0,0,0
0,2,2,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,2,1,0,0,0
0,2,1,0,0,0
0,3,2,0,0,0
0,3,2,0,0,0
0,3,2,0,0,0
0,3,2,0,0,0
0,3,2,0,0,0
0,3,2,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,3,3,0,0,0
0,4,3,0,0,0
0,4,3,0,0,0
0,4,3,0,0,0
0,5,4,0,0,0
0,5,4,0,0,0
0,5,4,0,0,0
0,7,5,0,0,0
0,4,4,0,0,0
0,5,4,0,0,0
0,6,5,0,0,0
0,8,6,0,0,0
0,7,5,0,0,0
0,7,5,0,0,0
0,7,5,0,0,0
0,5,4,0,0,0
0,5,4,0,0,0
0,3,3,0,0,0
0,4,3,0,0,0
0,15,5,10,0,0
0,17,6,10,0,0
0,28,6,20,0,0
0,28,6,20,0,0
0,28,6,20,0,0
0,28,6,20,0,0
0,28,6,20,0,0
0,27,7,20,0,0
1,41,7,14,0,0
1,66,6,14,0,0
1,78,4,4,0,0
1,79,5,4,0,0
1,80,6,4,0,0
1,80,6,4,0,0
1,80,6,4,0,0
1,79,6,4,0,0
1,76,7,0,0,0
1,49,7,0,0,0
1,26,4,0,0,0
1,25,3,0,0,0
1,24,2,0,0,0
1,25,3,0,0,0
1,25,3,0,0,0
1,25,3,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,2,1,0,0,0
0,2,1,0,0,0
0,3,2,0,0,0
0,3,2,0,0,0
0,5,4,0,0,0
0,5,4,0,0,0
0,5,4,0,0,0
0,5,4,0,0,0
0,3,3,0,0,0
0,3,3,0,0,0
0,3,3,0,0,0
0,3,3,0,0,0
0,2,2,0,0,0
0,3,2,0,0,0
0,5,4,0,0,0
0,5,4,0,0,0
0,5,4,0,0,0
0,5,4,0,0,0
0,4,3,0,0,0
0,4,3,0,0,0
0,3,3,0,0,0
0,2,2,0,0,0
0,1,1,0,0,0
0,3,3,0,0,0
0,3,3,0,0,0
0,5,4,0,0,0
0,5,4,0,0,0
0,7,5,0,0,0
0,7,5,0,0,0
0,7,5,0,0,0
0,8,4,0,0,0
0,6,3,0,0,0
0,7,4,0,0,0
0,5,4,0,0,0
0,5,4,0,0,0
0,5,4,0,0,0
0,6,5,0,0,0
0,6,5,0,0,0
0,7,6,0,0,0
0,22,6,0,0,0
0,39,5,0,0,0
0,54,5,0,0,0
0,70,6,0,0,0
0,83,4,0,0,0
0,100,3,0,0,0
1,152,5,2,0,0
1,149,5,2,0,0
1,134,5,2,0,0
1,116,5,2,0,0
1,101,5,2,0,0
1,85,5,2,0,0
1,70,5,2,0,0
1,53,5,2,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,2,1,0,0,0
0,2,1,0,0,0
0,3,2,0,0,0
0,3,2,0,0,0
0,3,2,0,0,0
0,5,2,0,0,0
0,6,3,0,0,0
0,6,3,0,0,0
0,4,2,0,0,0
0,4,2,0,0,0
0,3,2,0,0,0
0,3,2,0,0,0
1,11,6,2,0,0
1,18,6,2,0,0
2,33,5,2,0,0
2,37,5,2,0,0
4,70,7,4,0,0
5,82,7,4,0,0
6,100,7,4,0,0
6,102,9,4,0,0
6,105,9,2,0,0
6,111,8,2,0,0
5,115,10,2,0,0
5,131,10,2,0,0
4,124,6,0,0,0
3,144,8,2,0,0
2,146,8,2,0,0
2,165,7,2,0,0
2,198,8,4,0,0
2,188,8,4,0,0
2,175,9,4,0,0
2,157,9,4,0,0
1,132,10,4,0,0
1,101,9,2,0,0
1,81,9,2,0,0
1,60,9,2,0,0
0,22,10,0,0,0
0,17,9,0,0,0
0,12,8,0,0,0
0,13,8,0,0,0
0,12,7,0,0,0
0,12,6,0,0,0
0,12,6,0,0,0
0,13,7,0,0,0
0,7,5,0,0,0
0,7,5,0,0,0
0,5,4,0,0,0
0,2,2,0,0,0
0,2,2,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,20,3,0,0,0
1,32,3,0,0,0
1,38,3,0,0,0
1,41,3,0,0,0
1,46,3,0,0,0
1,50,3,0,0,0
1,50,3,0,0,0
1,55,4,0,0,0
0,36,3,0,0,0
0,27,4,0,0,0
0,30,5,0,0,0
0,36,5,0,0,0
0,44,5,0,0,0
0,40,5,0,0,0
0,52,5,0,0,0
0,53,4,0,0,0
0,70,4,0,0,0
0,67,3,0,0,0
0,64,2,0,0,0
0,61,2,0,0,0
0,62,3,0,0,0
0,69,3,0,0,0
0,68,3,0,0,0
0,67,3,0,0,0
0,68,3,0,0,0
0,68,3,0,0,0
0,64,5,0,0,0
0,58,5,0,0,0
0,44,4,0,0,0
0,37,4,0,0,0
0,27,5,0,0,0
0,22,5,0,0,0
0,16,5,0,0,0
0,16,5,0,0,0
0,14,3,0,0,0
0,14,3,0,0,0
0,14,3,0,0,0
0,17,5,0,0,0
0,18,5,0,0,0
0,26,5,0,0,0
0,24,6,0,0,0
0,37,6,0,0,0
0,48,8,0,0,0
0,55,8,0,0,0
0,55,8,0,0,0
0,52,7,0,0,0
0,50,7,0,0,0
0,42,7,0,0,0
0,31,5,0,0,0
0,18,5,0,0,0
0,10,5,0,0,0
0,3,3,0,0,0
0,8,5,0,0,0
0,8,5,0,0,0
0,8,5,0,0,0
0,8,5,0,0,0
0,8,5,0,0,0
0,8,5,0,0,0
0,5,2,0,0,0
0,5,2,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,2,2,0,0,0
0,2,2,0,0,0
0,4,3,0,0,0
0,3,2,0,0,0
0,3,2,0,0,0
0,4,3,0,0,0
0,4,3,0,0,0
0,6,3,0,0,0
0,5,2,0,0,0
0,5,2,0,0,0
0,3,1,0,0,0
0,3,1,0,0,0
0,3,1,0,0,0
0,2,1,0,0,0
0,2,1,0,0,0
0,2,1,0,0,0
0,2,1,0,0,0
0,2,1,0,0,0
0,2,1,0,0,0
0,2,1,0,0,0
0,2,1,0,0,0
0,2,1,0,0,0
0,2,1,0,0,0
0,0,0,0,0,0
0,2,2,0,0,0
0,3,3,0,0,0
0,4,4,0,0,0
0,4,4,0,0,0
0,4,4,0,0,0
0,7,6,0,0,0
0,7,6,0,0,0
0,7,6,0,0,0
0,7,5,0,0,0
0,6,4,0,0,0
0,5,3,0,0,0
0,6,4,0,0,0
0,6,4,0,0,0
0,5,4,0,0,0
0,5,4,0,0,0
0,7,4,0,0,0
0,6,5,0,0,0
0,9,6,0,0,0
0,9,6,0,0,0
0,9,5,0,0,0
0,9,5,0,0,0
0,8,5,0,0,0
0,13,7,0,0,0
0,11,6,0,0,0
0,10,6,0,0,0
0,9,6,0,0,0
0,9,6,0,0,0
0,8,5,0,0,0
0,8,5,0,0,0
0,8,5,0,0,0
0,3,3,0,0,0
0,5,5,0,0,0
0,5,5,0,0,0
0,3,3,0,0,0
0,3,3,0,0,0
0,3,3,0,0,0
0,3,3,0,0,0
0,2,2,0,0,0
0,4,3,0,0,0
0,2,1,0,0,0
0,2,1,0,0,0
0,3,2,0,0,0
0,3,2,0,0,0
0,7,2,0,0,0
0,7,2,0,0,0
0,7,2,0,0,0
0,5,1,0,0,0
0,5,1,0,0,0
0,5,1,0,0,0
0,4,1,0,0,0
0,4,1,0,0,0
0,2,1,0,0,0
0,2,1,0,0,0
0,2,1,0,0,0
0,2,1,0,0,0
0,2,1,0,0,0
0,3,2,0,0,0
0,3,2,0,0,0
0,3,2,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,2,2,0,0,0
0,4,4,0,0,0
0,6,4,0,0,0
0,5,3,0,0,0
0,5,3,0,0,0
0,5,3,0,0,0
0,5,3,0,0,0
0,10,6,0,0,0
0,9,6,0,0,0
0,7,4,0,0,0
0,6,4,0,0,0
0,6,4,0,0,0
0,6,4,0,0,0
0,6,4,0,0,0
0,6,4,0,0,0
0,1,1,0,0,0
0,3,3,0,0,0
0,3,3,0,0,0
0,4,3,0,0,0
0,4,3,0,0,0
0,12,6,0,0,0
0,16,6,0,0,0
0,41,6,0,0,0
0,42,7,0,0,0
0,40,7,0,0,0
0,40,7,0,0,0
0,38,6,0,0,0
0,38,6,0,0,0
0,32,5,0,0,0
0,28,5,0,0,0
0,4,4,0,0,0
0,3,3,0,0,0
0,3,3,0,0,0
0,3,3,0,0,0
0,3,3,0,0,0
0,3,3,0,0,0
0,1,1,0,0,0
0,3,2,0,0,0
0,2,1,0,0,0
0,2,1,0,0,0
0,3,2,0,0,0
0,3,2,0,0,0
0,3,2,0,0,0
0,3,2,0,0,0
0,3,2,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,2,1,0,0,0
0,2,1,0,0,0
0,2,1,0,0,0
0,3,2,0,0,0
0,3,2,0,0,0
1,13,6,2,0,0
1,19,6,2,0,0
2,35,6,2,0,0
3,42,6,6,0,0
4,57,6,6,0,0
4,64,7,8,0,0
7,106,7,10,0,0
14,226,10,12,0,0
14,246,13,10,0,0
14,240,13,10,0,0
14,323,13,10,0,0
13,314,13,6,0,0
12,305,13,10,0,0
12,298,12,8,0,0
9,255,12,6,0,0
2,136,10,4,0,0
2,129,7,4,0,0
2,129,7,4,0,0
1,30,5,4,0,0
1,30,5,4,0,0
1,25,4,0,0,0
1,34,8,2,0,0
1,34,8,2,0,0
1,34,7,2,0,0
0,11,5,2,0,0
0,14,8,2,0,0
0,15,9,2,0,0
0,17,9,2,0,0
0,16,9,2,0,0
0,9,7,0,0,0
0,9,7,0,0,0
0,8,6,0,0,0
0,8,6,0,0,0
0,5,4,0,0,0
0,4,3,0,0,0
0,3,3,0,0,0
0,3,3,0,0,0
0,3,3,0,0,0
0,3,3,0,0,0
0,3,3,0,0,0
0,3,3,0,0,0
1,13,5,0,0,0
1,15,6,0,0,0
1,14,5,0,0,0
1,14,5,0,0,0
1,13,4,0,0,0
1,13,4,0,0,0
1,15,4,0,0,0
1,15,4,0,0,0
0,5,2,0,0,0
0,3,1,0,0,0
0,3,1,0,0,0
0,3,1,0,0,0
0,2,1,0,0,0
0,3,2,0,0,0
0,3,2,0,0,0
0,3,2,0,0,0
0,3,2,0,0,0
0,3,2,0,0,0
0,3,2,0,0,0
0,3,2,0,0,0
0,3,2,0,0,0
0,2,1,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,5,4,0,0,0
0,4,3,0,0,0
0,4,3,0,0,0
0,5,4,0,0,0
0,5,4,0,0,0
0,5,4,0,0,0
0,5,4,0,0,0
0,5,4,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
1,13,5,2,0,0
1,14,6,2,0,0
1,14,6,2,0,0
1,14,6,2,0,0
1,14,6,2,0,0
1,16,8,2,0,0
1,16,8,2,0,0
1,17,7,2,0,0
0,5,4,0,0,0
2,34,8,2,0,0
3,56,9,2,0,0
3,78,10,2,0,0
3,78,10,2,0,0
3,80,9,6,0,0
4,146,12,8,0,0
13,246,12,8,0,0
31,475,13,10,0,0
29,449,13,8,0,0
28,429,12,8,0,0
28,407,9,8,0,0
28,407,9,8,0,0
28,404,8,4,0,0
27,340,9,4,0,0
18,238,9,4,0,0
0,9,7,2,0,0
0,5,3,2,0,0
0,3,3,2,0,0
0,4,4,2,0,0
0,4,4,2,0,0
1,31,5,4,0,0
1,29,5,2,0,0
1,31,6,2,0,0
1,31,6,2,0,0
1,31,6,2,0,0
1,33,6,4,0,0
1,32,5,4,0,0
1,32,5,4,0,0
0,4,3,2,0,0
0,4,3,2,0,0
0,2,2,2,0,0
0,2,2,2,0,0
0,3,3,2,0,0
1,6,5,4,0,0
2,29,7,4,0,0
2,29,7,4,0,0
4,68,8,6,0,0
4,68,8,6,0,0
4,68,8,6,0,0
4,73,9,6,0,0
4,76,11,6,0,0
3,71,10,2,0,0
2,49,8,2,0,0
2,50,9,2,0,0
0,11,7,0,0,0
0,11,7,0,0,0
0,11,7,0,0,0
1,14,9,2,0,0
3,54,8,4,0,0
3,54,8,4,0,0
3,54,7,4,0,0
6,105,8,6,0,0
28,375,10,8,0,0
33,443,10,8,0,0
33,443,10,8,0,0
32,435,10,6,0,0
30,391,7,4,0,0
30,391,7,4,0,0
30,390,6,4,0,0
27,338,6,2,0,0
5,70,5,0,0,0
2,33,7,2,0,0
4,95,10,4,0,0
5,120,11,4,0,0
6,147,13,4,0,0
7,152,15,8,0,0
7,157,15,10,0,0
14,286,22,16,0,0
18,350,23,18,0,0
16,321,22,16,0,0
15,284,20,16,0,0
14,259,19,16,0,0
13,236,20,16,0,0
12,233,20,14,0,0
12,228,19,12,0,0
5,99,12,6,0,0
1,33,8,4,0,0
1,31,8,4,0,0
0,8,6,4,0,0
0,8,6,4,0,0
0,4,2,4,0,0
0,2,2,2,0,0
0,4,3,2,0,0
0,4,3,2,0,0
0,4,3,2,0,0
0,4,3,2,0,0
0,2,1,0,0,0
0,2,1,0,0,0
0,2,1,0,0,0
0,2,1,0,0,0
1,14,5,0,0,0
1,14,5,0,0,0
1,15,5,0,0,0
1,15,5,0,0,0
1,15,5,0,0,0
1,15,5,0,0,0
1,15,5,0,0,0
1,20,7,0,0,0
0,6,3,0,0,0
0,8,4,0,0,0
0,8,4,0,0,0
0,8,4,0,0,0
0,11,7,0,0,0
0,11,7,0,0,0
0,11,7,0,0,0
0,6,5,0,0,0
0,6,5,0,0,0
0,4,4,0,0,0
0,3,3,0,0,0
8,106,8,2,0,0
9,169,7,4,0,0
13,229,9,8,0,0
30,400,12,8,0,0
30,400,12,8,0,0
30,400,12,8,0,0
31,425,12,8,0,0
31,425,12,8,0,0
23,322,9,6,0,0
22,256,9,4,0,0
18,196,6,0,0,0
1,25,2,0,0,0
1,25,2,0,0,0
1,26,3,0,0,0
0,1,1,0,0,0
0,3,3,0,0,0
0,3,3,0,0,0
0,6,5,0,0,0
0,6,5,0,0,0
0,8,6,0,0,0
0,10,6,0,0,0
0,9,5,0,0,0
0,9,5,0,0,0
0,8,5,0,0,0
0,13,7,0,0,0
0,10,6,0,0,0
0,10,6,0,0,0
0,10,6,0,0,0
0,8,5,0,0,0
0,8,5,0,0,0
0,8,5,0,0,0
0,8,5,0,0,0
0,3,3,0,0,0
0,5,4,0,0,0
0,5,4,0,0,0
3,48,5,0,0,0
3,48,5,0,0,0
3,48,5,0,0,0
3,48,5,0,0,0
3,47,4,0,0,0
3,47,4,0,0,0
4,76,7,2,0,0
4,76,7,2,0,0
1,32,4,2,0,0
2,57,6,2,0,0
2,58,7,2,0,0
2,58,7,2,0,0
2,58,7,2,0,0
2,58,7,2,0,0
1,27,4,0,0,0
2,41,8,2,0,0
2,40,7,2,0,0
1,15,5,2,0,0
1,15,5,2,0,0
1,15,5,2,0,0
1,15,5,2,0,0
1,17,7,2,0,0
1,17,7,2,0,0
1,16,6,0,0,0
1,17,6,0,0,0
2,42,6,0,0,0
2,42,5,0,0,0
2,42,5,0,0,0
2,43,6,0,0,0
2,41,4,0,0,0
2,41,4,0,0,0
1,33,6,0,0,0
1,32,6,0,0,0
0,7,4,0,0,0
1,18,5,0,0,0
1,18,5,0,0,0
2,42,6,2,0,0
2,42,6,2,0,0
2,43,7,2,0,0
2,39,6,2,0,0
2,39,6,2,0,0
2,41,6,4,0,0
1,29,6,4,0,0
1,29,6,4,0,0
0,6,6,2,0,0
0,8,6,2,0,0
0,9,5,2,0,0
10,142,10,6,0,0
34,397,13,6,0,0
39,455,13,6,0,0
39,459,13,6,0,0
39,459,13,6,0,0
39,457,12,6,0,0
39,455,12,6,0,0
39,453,12,6,0,0
35,412,18,6,0,0
11,157,16,6,0,0
6,97,12,4,0,0
6,95,12,4,0,0
6,95,12,4,0,0
6,95,12,4,0,0
6,95,12,4,0,0
6,95,12,4,0,0
3,41,5,0,0,0
4,64,7,0,0,0
4,64,7,0,0,0
4,63,7,0,0,0
4,63,7,0,0,0
4,69,10,0,0,0
4,69,10,0,0,0
4,71,10,0,0,0
1,32,6,0,0,0
0,9,4,0,0,0
0,9,4,0,0,0
2,36,8,2,0,0
2,46,9,2,0,0
2,40,7,2,0,0
2,40,7,2,0,0
2,39,7,2,0,0
2,39,7,2,0,0
2,39,7,2,0,0
2,39,7,2,0,0
0,11,4,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,3,3,0,0,0
0,2,2,0,0,0
0,2,2,0,0,0
0,3,3,0,0,0
0,3,3,0,0,0
0,3,3,0,0,0
0,3,3,0,0,0
0,3,3,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
16,189,8,2,0,0
38,444,9,2,0,0
41,488,10,2,0,0
41,488,10,2,0,0
41,488,10,2,0,0
41,488,10,2,0,0
41,488,10,2,0,0
41,488,10,2,0,0
25,299,5,0,0,0
11,142,7,0,0,0
8,98,4,0,0,0
8,98,4,0,0,0
9,129,10,2,0,0
9,129,10,2,0,0
9,131,10,2,0,0
