SYNBool,TCPCount,RSTCount,SSHCount,ThirdMNumberPackets,CorJSCount
1,8,0,0,1117.5,1
1,8,0,0,1117.5,1
1,8,0,0,1117.5,1
1,8,0,0,1117.5,1
0,0,0,0,2.98828125,0
0,0,0,0,2.98828125,0
0,0,0,0,1.55859375,0
1,4,0,0,219.28125,0
1,11,0,0,733.96875,1
1,11,0,0,717.5273438,1
1,11,0,0,663.84375,1
1,11,0,0,635.25,1
1,11,0,0,663.84375,1
1,11,0,0,663.84375,1
1,11,0,0,696,1
0,7,0,0,882.5039063,1
0,0,0,0,0.75,0
0,0,0,0,1.13671875,0
0,0,0,0,0.75,0
0,0,0,0,0.65625,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2.21484375,0
0,0,0,0,2.21484375,0
0,0,0,0,2.21484375,0
0,0,0,0,2.21484375,0
0,0,0,0,2.21484375,0
0,0,0,0,2.21484375,0
0,0,0,0,2.21484375,0
0,0,0,0,2.21484375,0
0,0,0,0,0.08203125,0
1,8,0,0,978.75,1
2,17,0,0,3574.03125,1
2,36,0,0,10032.45703,2
2,51,0,0,5107.59375,2
2,64,0,0,-184.7695313,2
2,79,0,0,-3991.78125,2
3,117,0,0,-2598.714844,2
3,123,0,0,2071.5,2
3,173,0,0,1352.25,1
2,164,0,0,-5183.15625,1
2,145,0,0,859.0429688,0
2,130,0,0,9950.449219,2
2,117,0,0,20912.34375,2
2,102,0,0,34654.37109,2
1,64,0,0,34542.75,2
1,58,0,0,39288.375,2
0,0,0,0,10.25390625,2
0,0,0,0,10.25390625,2
0,0,0,0,10.25390625,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2.21484375,0
0,0,0,0,2.21484375,0
0,0,0,0,2.21484375,0
0,0,0,0,2.21484375,0
0,0,0,0,2.21484375,0
1,32,0,0,30050.68359,3
2,48,0,0,24673.125,5
3,65,0,0,16053.05859,6
4,74,0,0,9829.03125,7
5,88,0,0,3343.96875,8
5,89,0,0,3488.25,8
6,108,0,0,-1466.25,9
6,108,0,0,-946.40625,9
5,77,0,0,-1645.839844,6
4,61,0,0,1044.375,4
4,57,0,0,1393.371094,3
3,48,0,0,3960.292969,2
2,34,0,0,6281.871094,1
2,33,0,0,6769.628906,1
1,14,0,0,1987.816406,0
1,14,0,0,1954.78125,0
1,13,0,0,2048.964844,0
1,13,0,0,2019.375,0
1,10,0,0,3251.894531,1
1,10,0,0,3336.855469,1
1,10,0,0,3336.855469,1
1,14,0,0,3064.816406,1
1,14,0,0,3064.816406,1
1,14,0,0,3109.125,1
1,14,0,0,3109.125,1
1,26,0,0,4247.34375,1
0,32,0,0,8168.144531,0
1,54,0,0,5133.28125,0
1,54,0,0,5079.386719,0
1,50,0,0,5617.207031,0
1,50,0,0,5617.207031,0
1,50,0,0,5775.292969,0
1,50,0,0,5617.207031,0
1,38,0,0,9883.59375,0
1,22,0,0,7256.25,0
0,0,0,0,0.375,0
0,0,0,0,0.375,0
0,0,0,0,0.375,0
0,1,0,0,1.04296875,0
0,6,0,0,220.59375,0
0,11,0,0,258.5273438,0
0,16,0,0,149.71875,0
0,21,0,0,-11.82421875,0
0,26,0,0,-164.2382813,0
0,31,0,0,-247.7460938,0
1,58,0,0,1643.730469,0
1,57,0,0,1508.625,0
2,61,0,0,1048.59375,4
2,56,0,0,1255.839844,4
2,51,0,0,1829.71875,4
2,46,0,0,2653.605469,4
2,41,0,0,3608.34375,4
3,44,0,0,3075.46875,4
2,17,0,0,1640.25,4
2,17,0,0,1640.25,4
1,8,0,0,863.90625,0
1,8,0,0,847.8867188,0
1,8,0,0,882.5039063,0
1,8,0,0,882.5039063,0
1,8,0,0,919.0898438,0
0,0,0,0,1.40625,0
0,8,0,0,1008.28125,0
0,18,0,0,1908.128906,0
0,28,0,0,1488.457031,0
1,49,0,0,1178.871094,0
1,49,0,0,1155.410156,0
1,49,0,0,1155.410156,0
1,49,0,0,1143.667969,0
1,49,0,0,1155.410156,0
1,41,0,0,3048.011719,0
1,31,0,0,5082.75,0
1,21,0,0,6002.027344,0
0,0,0,0,-0.46875,0
0,6,0,0,387.28125,0
0,17,0,0,2075.308594,0
0,28,0,0,2336.285156,0
0,39,0,0,859.40625,0
1,55,0,0,-642.6445313,1
1,55,0,0,-642.6445313,1
1,62,0,0,-1515.65625,1
1,82,0,0,558.75,1
2,106,0,0,-1211.332031,2
2,95,0,0,-574.40625,2
2,84,0,0,3268.03125,2
2,73,0,0,8378.53125,2
1,57,0,0,13043.90625,1
1,57,0,0,13043.90625,1
2,60,0,0,15899.28516,1
2,40,0,0,13243.58203,1
1,10,0,0,120,0
2,21,0,0,1071.84375,0
2,26,0,0,772.78125,0
2,26,0,0,788.8476563,0
2,26,0,0,858.28125,0
2,26,0,0,858.28125,0
1,16,0,0,1229.917969,0
1,16,0,0,1203.75,0
1,16,0,0,1203.75,0
0,5,0,0,627.28125,0
0,0,0,0,0.09375,0
0,0,0,0,0.09375,0
0,0,0,0,0.09375,0
0,0,0,0,0.09375,0
0,0,0,0,0.08203125,0
0,0,0,0,0,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,7,0,0,743.53125,0
0,19,0,0,3556.125,0
0,32,0,0,3255.09375,0
1,47,0,0,1675.347656,0
1,67,0,0,-593.0507813,0
1,67,0,0,-498.65625,0
1,67,0,0,-498.65625,0
1,67,0,0,-498.65625,0
1,60,0,0,1011.128906,0
1,48,0,0,3898.980469,0
1,35,0,0,5399.238281,0
0,20,0,0,1364.472656,0
0,0,0,0,2.21484375,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.75,0
0,0,0,0,0.46875,0
0,0,0,0,0.36328125,0
0,0,0,0,0.36328125,0
0,0,0,0,0.36328125,0
0,0,0,0,0.36328125,0
0,0,0,0,1.13671875,0
0,21,0,0,19522.03125,0
1,61,0,0,83186.61328,1
1,61,0,0,83979.57422,1
1,61,0,0,84404.53125,1
1,61,0,0,83604,1
2,69,0,0,65719.875,1
2,71,0,0,63804.84375,1
2,75,0,0,59856.65625,1
2,55,0,0,80576.34375,1
1,17,0,0,2522.71875,0
1,17,0,0,2522.71875,0
1,18,0,0,2522.71875,0
1,19,0,0,2522.71875,0
0,12,0,0,54,0
0,11,0,0,61.78125,0
0,9,0,0,-0.64453125,0
0,10,0,0,-1.79296875,0
0,12,0,0,12.50390625,0
0,12,0,0,12.50390625,0
0,16,0,0,49.5,0
0,15,0,0,50.34375,0
0,14,0,0,54,0
0,13,0,0,75,0
0,11,0,0,110.2148438,0
0,9,0,0,149.53125,0
0,5,0,0,173.90625,0
0,5,0,0,173.90625,0
0,6,0,0,466.4648438,0
0,26,0,0,15120.29297,0
1,51,0,0,15353.42578,0
1,51,0,0,15353.42578,0
1,51,0,0,15353.42578,0
1,51,0,0,15353.42578,0
1,51,0,0,15483,0
1,51,0,0,14912.25,0
1,54,0,0,13143.75,0
1,42,0,0,9492,0
0,25,0,0,840,0
0,39,0,0,945,0
1,71,0,0,2910.65625,0
2,86,0,0,61.69921875,0
3,104,0,0,-1378.59375,1
3,147,0,0,8789.191406,1
3,172,0,0,4222.5,1
3,166,0,0,-883.03125,1
3,166,0,0,-975,1
3,152,0,0,-631.21875,1
2,123,0,0,12293.96484,1
2,129,0,0,13230.59766,3
1,113,0,0,29715,2
1,73,0,0,45040.03125,2
1,39,0,0,53636.66016,2
1,40,0,0,52812,2
1,35,0,0,56269.91016,2
1,35,0,0,56269.91016,2
1,36,0,0,53720.37891,2
0,17,0,0,126.4335938,0
0,20,0,0,89.44921875,0
0,34,0,0,5585.707031,0
0,48,0,0,4550.167969,0
0,59,0,0,1894.21875,0
1,77,0,0,-1079.824219,1
1,78,0,0,-844.0664063,1
1,75,0,0,-628.6992188,1
1,73,0,0,-742.21875,1
1,68,0,0,466.4414063,1
1,51,0,0,4386.46875,1
2,48,0,0,374583.3633,1
2,89,0,0,336276,1
2,78,0,0,354889.2188,1
2,77,0,0,354889.2188,1
2,76,0,0,354022.418,1
2,131,0,0,289781.3438,1
2,133,0,0,253283.2852,1
2,145,0,0,180332.1914,1
1,140,0,0,114844.5352,1
1,105,0,0,123871.7813,1
1,125,0,0,85831.875,0
1,177,0,0,552878.3438,0
1,294,0,0,9109799.027,0
1,376,0,0,14804614.46,0
2,440,0,0,10915369.79,1
2,562,0,0,4581813.855,1
2,605,0,0,1758648,1
2,586,0,0,281059.043,1
1,572,0,0,-194662.5,1
1,534,0,0,1628040,1
1,426,0,0,12477173.03,1
1,312,0,0,12088858.18,1
0,279,0,0,1116087.598,0
0,174,0,0,1505333.496,0
0,133,0,0,1677504.41,0
0,189,0,0,1122655.535,0
0,183,0,0,1145237.801,0
0,176,0,0,1159483.816,0
1,179,0,0,1538313.152,0
1,169,0,0,390874.957,1
1,145,0,0,505308.6914,1
1,124,0,0,631147.5,1
1,124,0,0,623169.8438,1
1,71,0,0,16.69921875,1
1,70,0,0,107.4023438,1
2,91,0,0,2299.746094,1
1,95,0,0,2270.917969,1
1,91,0,0,2627.34375,0
2,110,0,0,10768.69922,1
3,122,0,0,4716.269531,2
4,146,0,0,75221.30859,3
4,193,0,0,57217.23047,4
4,214,0,0,27887.71875,4
3,217,0,0,39874.125,4
4,244,0,0,1131111,4
5,268,0,0,1056641.988,11
5,275,0,0,981304.5,10
5,274,0,0,975045.9727,9
5,276,0,0,1054830.75,8
6,311,0,0,1046074.5,7
6,302,0,0,1074891.375,7
6,294,0,0,1523835.844,8
6,271,0,0,1290578.309,8
5,242,0,0,1490964.281,1
4,215,0,0,1772325.375,1
3,203,0,0,1856526.809,1
2,182,0,0,1675520.625,1
1,98,0,0,383520.9492,1
1,105,0,0,373037.168,1
1,91,0,0,427281.75,0
1,116,0,0,339639.75,0
1,112,0,0,343690.7813,0
2,108,0,0,373175.2852,0
2,106,0,0,376674.2813,1
2,93,0,0,68447.53125,1
2,91,0,0,71744.82422,1
3,72,0,0,83358.83203,2
3,63,0,0,101050.9688,2
2,18,0,0,1387.03125,2
2,18,0,0,1365.949219,2
1,14,0,0,1552.21875,2
1,9,0,0,1956.28125,1
1,9,0,0,2085.84375,1
1,9,0,0,2085.84375,1
0,0,0,0,1.04296875,0
0,0,0,0,1.04296875,0
0,0,0,0,1.40625,0
0,0,0,0,1.81640625,0
0,0,0,0,2.53125,0
0,0,0,0,2.53125,0
1,8,0,0,59.25,0
1,10,0,0,52.59375,0
1,22,0,0,3111.152344,0
2,44,0,0,15751.875,1
2,58,0,0,10162.5,1
3,99,0,0,3715.40625,2
3,99,0,0,3688.089844,2
3,99,0,0,3715.40625,2
2,124,0,0,15783.92578,2
3,158,0,0,-1212.832031,2
3,148,0,0,4409.707031,2
2,139,0,0,15547.5,1
2,133,0,0,25172.96484,1
1,94,0,0,45127.44141,0
2,102,0,0,37199.25,1
2,102,0,0,37227.09375,1
2,71,0,0,26695.96875,1
1,55,0,0,5655.902344,1
1,63,0,0,3132.785156,1
1,64,0,0,3028.207031,1
1,63,0,0,3388.59375,1
1,71,0,0,2064.75,1
0,68,0,0,2895.75,0
0,73,0,0,3639.035156,0
0,88,0,0,1823.355469,0
0,124,0,0,668917.3008,0
1,141,0,0,602690.8945,0
1,129,0,0,654473.9063,0
2,134,0,0,633462.75,1
2,142,0,0,591565.7813,1
2,163,0,0,499005.668,1
2,178,0,0,447296.0977,1
2,165,0,0,480433.5,1
2,112,0,0,299.7773438,1
1,95,0,0,6649.5,1
1,100,0,0,65548.78125,1
0,99,0,0,69784.875,0
0,81,0,0,91574.71875,0
0,55,0,0,131977.1602,0
0,35,0,0,167537.707,0
0,31,0,0,171956.9883,0
0,28,0,0,176617.7695,0
1,22,0,0,184678.4063,0
2,29,0,0,1499.753906,2
2,18,0,0,2243.097656,2
2,18,0,0,2309.496094,2
2,18,0,0,2424,2
2,18,0,0,2424,2
2,18,0,0,2380.675781,2
2,18,0,0,2420.25,2
1,14,0,0,3014.917969,2
0,0,0,0,1.53515625,0
0,0,0,0,1.53515625,0
0,0,0,0,1.53515625,0
0,0,0,0,1.53515625,0
0,0,0,0,1.53515625,0
0,0,0,0,0.09375,0
0,0,0,0,0.08203125,0
0,0,0,0,0,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,4,0,0,125.5429688,0
0,11,0,0,561.375,0
0,18,0,0,603.1523438,0
0,26,0,0,265.96875,0
0,33,0,0,-258.4570313,0
1,44,0,0,-617.7539063,0
1,54,0,0,-585,0
1,77,0,0,10057.51172,0
2,105,0,0,11687.19141,0
2,98,0,0,11636.25,0
2,91,0,0,13861.76953,0
2,83,0,0,18081.28125,0
2,76,0,0,22808.00391,0
1,65,0,0,31039.67578,0
1,55,0,0,35566.21875,0
1,32,0,0,32852.625,0
0,0,0,0,0.09375,0
0,0,0,0,0.09375,0
0,0,0,0,0.09375,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0,0
0,4,0,0,141.75,0
0,20,0,0,9667.792969,0
1,41,0,0,8960.625,0
1,41,0,0,8960.625,0
1,41,0,0,8960.625,0
1,41,0,0,8960.625,0
1,41,0,0,8772.28125,0
1,41,0,0,8772.28125,0
1,37,0,0,10380.46875,0
1,21,0,0,7182.644531,0
1,8,0,0,1189.910156,0
1,8,0,0,1169.15625,0
1,8,0,0,1127.25,0
1,8,0,0,1127.25,0
1,8,0,0,1080.84375,0
2,12,0,0,910.96875,0
2,14,0,0,717.375,1
3,27,0,0,504.4101563,1
2,20,0,0,241.6992188,1
3,29,0,0,139.8164063,1
3,30,0,0,135.46875,1
4,39,0,0,46.21875,1
4,40,0,0,46.21875,1
4,45,0,0,-41.42578125,1
4,44,0,0,15.46875,0
3,31,0,0,106.9804688,0
3,30,0,0,112.5,0
3,63,0,0,513328.5,0
3,70,0,0,481245.7852,0
2,69,0,0,477391.5,0
3,94,0,0,393700.5,0
2,131,0,0,299735.7188,0
3,157,0,0,175876.4063,1
3,160,0,0,175642.3711,1
3,167,0,0,174697.875,1
2,125,0,0,84049.72266,1
2,117,0,0,96562.76953,1
2,109,0,0,105934.5938,1
1,90,0,0,154708.4648,1
1,44,0,0,60953.90625,1
0,17,0,0,206.5195313,0
0,14,0,0,314.0507813,0
0,7,0,0,149.34375,0
0,7,0,0,149.34375,0
0,7,0,0,144.2460938,0
0,7,0,0,144.2460938,0
0,0,0,0,0.28125,0
0,0,0,0,0.22265625,0
0,0,0,0,0.09375,0
0,0,0,0,0.22265625,0
0,0,0,0,0,0
0,1,0,0,3,0
0,4,0,0,17.34375,0
0,4,0,0,17.34375,0
0,4,0,0,17.34375,0
0,4,0,0,18.87890625,0
0,4,0,0,20.625,0
0,4,0,0,20.625,0
0,4,0,0,22.55859375,0
0,3,0,0,28.13671875,0
0,0,0,0,0,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
1,12,0,0,1772.285156,1
1,13,0,0,1714.980469,1
1,19,0,0,1575.503906,2
1,19,0,0,1511.074219,2
1,19,0,0,1482.75,2
1,19,0,0,1455.644531,2
1,19,0,0,1455.644531,2
1,19,0,0,1455.644531,2
0,7,0,0,885.6914063,1
0,6,0,0,885.6914063,1
1,9,0,0,1149.011719,1
1,9,0,0,1149.011719,1
1,9,0,0,1169.15625,1
1,9,0,0,1146.855469,1
1,9,0,0,1127.25,1
1,9,0,0,1087.59375,1
1,9,0,0,1087.59375,1
2,18,0,0,1258.207031,2
2,18,0,0,1438.277344,2
2,18,0,0,1497.269531,2
2,18,0,0,1497.269531,2
2,18,0,0,1497.269531,2
2,18,0,0,1464.84375,2
3,28,0,0,1331.25,3
3,28,0,0,1307.144531,3
2,19,0,0,2296.5,2
1,10,0,0,2504.378906,1
1,10,0,0,2504.378906,1
1,13,0,0,2204.097656,1
1,13,0,0,2268.621094,1
1,13,0,0,2336.425781,1
0,3,0,0,32.625,0
0,3,0,0,30.03515625,0
0,3,0,0,30.03515625,0
0,3,0,0,28.03125,0
0,3,0,0,28.03125,0
0,0,0,0,1.40625,0
0,0,0,0,1.40625,0
0,0,0,0,1.40625,0
0,0,0,0,0.52734375,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.08203125,0
1,10,0,0,3182.402344,1
1,10,0,0,3182.402344,1
1,10,0,0,3182.402344,1
1,10,0,0,3182.402344,1
1,10,0,0,3098.378906,1
1,10,0,0,3098.378906,1
1,10,0,0,3098.378906,1
1,10,0,0,3138.75,1
1,8,0,0,958.3007813,1
1,11,0,0,787.96875,1
1,11,0,0,787.96875,1
1,11,0,0,787.96875,1
1,11,0,0,787.96875,1
1,11,0,0,787.96875,1
1,11,0,0,787.96875,1
1,11,0,0,771.6210938,1
0,3,0,0,50.625,0
0,0,0,0,0.50390625,0
0,0,0,0,0.50390625,0
0,0,0,0,0.28125,0
0,0,0,0,0.375,0
0,0,0,0,0.375,0
0,0,0,0,0.375,0
0,0,0,0,3.57421875,0
1,8,0,0,1121.25,0
1,8,0,0,1163.90625,0
1,8,0,0,1163.90625,0
1,8,0,0,1185.035156,0
1,8,0,0,1093.207031,0
1,9,0,0,1007.753906,0
1,9,0,0,930.1757813,0
1,9,0,0,1007.753906,0
0,1,0,0,1.59375,0
0,1,0,0,1.59375,0
0,1,0,0,1.59375,0
0,1,0,0,1.59375,0
0,1,0,0,2.25,0
0,0,0,0,3,0
0,13,0,0,2303.589844,0
0,13,0,0,2271.375,0
0,13,0,0,2271.375,0
0,14,0,0,2171.355469,0
0,14,0,0,2110.394531,0
0,14,0,0,2110.394531,0
0,14,0,0,2142,0
0,14,0,0,2142,0
0,1,0,0,0.45703125,0
0,1,0,0,0.09375,0
0,1,0,0,0.75,0
0,0,0,0,0.28125,0
0,2,0,0,6.64453125,0
1,24,0,0,11973.76172,1
1,29,0,0,9913.371094,2
1,29,0,0,9913.371094,2
1,29,0,0,9913.371094,2
1,29,0,0,9819,2
1,29,0,0,9739.816406,2
1,29,0,0,9819,2
1,27,0,0,10214.25,2
1,14,0,0,1833.175781,2
1,9,0,0,2269.5,1
1,9,0,0,2269.5,1
1,9,0,0,2269.5,1
1,9,0,0,2306.121094,1
1,9,0,0,2338.96875,1
1,9,0,0,2338.96875,1
1,9,0,0,2372.519531,1
0,0,0,0,0.65625,0
0,0,0,0,0.65625,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.09375,0
0,0,0,0,0.09375,0
0,0,0,0,0.09375,0
0,0,0,0,0.09375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.375,0
0,0,0,0,0.375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,3.57421875,0
0,0,0,0,3.57421875,0
0,0,0,0,3.57421875,0
0,0,0,0,3.57421875,0
0,0,0,0,4.21875,0
0,0,0,0,4.21875,0
0,0,0,0,3.57421875,0
0,0,0,0,2.34375,0
0,0,0,0,1.40625,0
0,0,0,0,0.75,0
0,0,0,0,1.40625,0
0,0,0,0,0.75,0
1,9,0,0,1959.65625,0
1,9,0,0,1902.75,0
1,9,0,0,1929.386719,0
1,9,0,0,1896,2
1,9,0,0,1841.53125,2
1,9,0,0,1841.53125,2
1,9,0,0,1841.53125,2
1,9,0,0,1841.53125,2
0,0,0,0,0.75,2
0,0,0,0,0.75,2
0,0,0,0,0.75,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,9,0,0,1764.128906,1
1,9,0,0,1819.652344,1
1,9,0,0,1819.652344,1
1,9,0,0,1877.707031,1
1,9,0,0,1877.707031,1
1,9,0,0,1819.652344,1
1,9,0,0,1877.707031,1
1,9,0,0,1938.105469,1
0,0,0,0,0.65625,0
0,0,0,0,0.65625,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.375,0
0,0,0,0,0.09375,0
0,0,0,0,0.09375,0
0,0,0,0,0.09375,0
0,0,0,0,0.09375,0
0,0,0,0,0.09375,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.65625,0
0,0,0,0,0.65625,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2.21484375,0
0,0,0,0,1.875,0
0,0,0,0,1.875,0
0,0,0,0,1.875,0
0,0,0,0,1.53515625,0
0,0,0,0,1.53515625,0
0,0,0,0,1.53515625,0
0,0,0,0,1.04296875,0
0,0,0,0,0.375,0
0,0,0,0,0.50390625,0
0,0,0,0,0.28125,0
0,0,0,0,0,0
0,0,0,0,0.19921875,0
0,0,0,0,0.19921875,0
0,0,0,0,0.19921875,0
0,0,0,0,0.50390625,0
0,0,0,0,0.50390625,0
0,0,0,0,0.52734375,0
0,0,0,0,0.75,0
0,0,0,0,167.1679688,0
0,0,0,0,154.7695313,0
0,0,0,0,137.625,0
0,0,0,0,137.625,0
0,0,0,0,137.625,0
0,0,0,0,137.625,0
0,0,0,0,137.625,0
0,0,0,0,145.6523438,0
1,9,0,0,1253.894531,0
1,18,0,0,1322.15625,0
1,29,0,0,1026.84375,0
1,29,0,0,1002.292969,0
1,29,0,0,979.5,0
1,29,0,0,979.5,0
1,29,0,0,979.5,0
1,29,0,0,1002.292969,0
1,29,0,0,883.5,1
1,20,0,0,1166.050781,1
1,9,0,0,1092.46875,1
1,9,0,0,1112.988281,1
1,9,0,0,1134,1
1,9,0,0,1112.988281,1
1,9,0,0,1112.988281,1
1,9,0,0,1112.988281,1
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.65625,0
0,0,0,0,0.65625,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,1,0,0,0.50390625,0
0,1,0,0,0.50390625,0
0,1,0,0,0.50390625,0
0,1,0,0,0.50390625,0
0,1,0,0,0.52734375,0
0,1,0,0,0.52734375,0
0,1,0,0,0.52734375,0
0,1,0,0,0.52734375,0
0,0,0,0,0.09375,0
0,0,0,0,0.05859375,0
0,0,0,0,0.22265625,0
0,0,0,0,0.22265625,0
0,0,0,0,0.22265625,0
0,0,0,0,0.22265625,0
0,0,0,0,0.375,0
0,0,0,0,0.375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.65625,0
0,0,0,0,0.08203125,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.50390625,0
0,0,0,0,0.50390625,0
0,0,0,0,0.19921875,0
0,0,0,0,0.19921875,0
0,0,0,0,0.19921875,0
0,0,0,0,0,0
0,0,0,0,0.46875,0
0,0,0,0,0.19921875,0
0,0,0,0,0.50390625,0
0,0,0,0,0.50390625,0
0,0,0,0,0.50390625,0
0,0,0,0,0.28125,0
0,0,0,0,0.28125,0
0,1,0,0,1.04296875,0
0,6,0,0,220.59375,0
0,12,0,0,357.8554688,0
0,17,0,0,197.71875,0
0,22,0,0,3.46875,0
0,27,0,0,-177.9726563,0
0,33,0,0,-298.5,0
1,66,0,0,3952.5,0
1,65,0,0,3819.222656,0
1,60,0,0,4299.28125,0
1,54,0,0,5454.375,0
1,49,0,0,6650.566406,0
1,44,0,0,8164.628906,0
1,39,0,0,9709.21875,0
1,33,0,0,11437.44141,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.65625,0
0,0,0,0,0.65625,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.50390625,0
0,0,0,0,0.28125,0
0,0,0,0,0.28125,0
0,0,0,0,0.375,0
0,0,0,0,0.375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
1,4,0,0,34.74609375,0
1,6,0,0,54.84375,0
2,16,0,0,187.2070313,0
2,18,0,0,149.7539063,0
3,36,0,0,1565.53125,0
4,45,0,0,1194.84375,0
5,55,0,0,765.375,0
5,55,0,0,801.28125,0
5,56,0,0,721.5820313,0
5,62,0,0,551.0742188,0
4,59,0,0,452.8710938,0
4,63,0,0,185.3085938,0
4,55,0,0,-154.875,0
3,59,0,0,-149.25,0
2,55,0,0,-203.15625,0
2,62,0,0,69.59765625,0
2,81,0,0,776.90625,0
2,75,0,0,346.125,0
2,70,0,0,478.5117188,0
2,64,0,0,752.9414063,0
1,54,0,0,1938,0
1,41,0,0,3363.878906,0
1,35,0,0,4612.394531,0
1,28,0,0,5881.5,0
0,8,0,0,8.71875,0
0,6,0,0,17.80078125,0
0,4,0,0,10.125,0
0,4,0,0,9.12890625,0
0,4,0,0,10.125,0
0,4,0,0,10.125,0
0,4,0,0,10.125,0
0,4,0,0,9.12890625,0
0,0,0,0,1.04296875,0
0,0,0,0,1.04296875,0
0,0,0,0,1.53515625,0
0,0,0,0,0.09375,0
0,0,0,0,0.09375,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0,0
0,0,0,0,0,0
1,8,0,0,656.25,0
1,12,0,0,528,0
1,14,0,0,424.21875,0
1,15,0,0,383.6132813,0
1,17,0,0,318.28125,0
1,19,0,0,281.71875,0
1,19,0,0,281.71875,0
1,20,0,0,246.8554688,0
0,13,0,0,36,0
0,10,0,0,-3.12890625,0
0,11,0,0,9.28125,0
0,15,0,0,5.625,0
0,18,0,0,28.875,0
0,16,0,0,39.75,0
0,20,0,0,-1.875,0
0,21,0,0,-9.43359375,0
0,26,0,0,2.71875,0
0,25,0,0,-18.69140625,0
0,24,0,0,18.75,0
0,21,0,0,57.03515625,0
0,21,0,0,56.34375,0
0,25,0,0,39.69140625,0
0,24,0,0,46.875,0
0,25,0,0,54.05859375,0
0,26,0,0,81,0
0,26,0,0,81,0
0,24,0,0,101.25,0
0,22,0,0,133.03125,0
0,17,0,0,261,0
0,13,0,0,351.9726563,0
0,10,0,0,456.1523438,0
0,7,0,0,522.65625,0
0,5,0,0,161.25,0
0,5,0,0,161.25,0
0,5,0,0,173.90625,0
0,5,0,0,173.90625,0
0,5,0,0,173.90625,0
0,5,0,0,154.6757813,0
0,5,0,0,148.21875,0
0,7,0,0,111.84375,0
0,4,0,0,66,0
0,9,0,0,70.72265625,0
