"R"," R", "163097","09:09:45.325407","","","ARP","60","172.16.0.1 is at 00:10:7b:38:46:33"
"R"," R", "163291","09:10:08.428375","135.13.216.191","172.16.112.149","TELNET","60","Telnet Data ..."
"R"," R", "163292","09:10:08.447402","172.16.112.149","135.13.216.191","TCP","60","30176 → 23 [ACK] Seq=887 Ack=7606 Win=32120 Len=0"
"R"," R", "163293","09:10:09.037298","172.16.113.105","207.82.198.116","TCP","60","[TCP Retransmission] 3249 → 80 [SYN] Seq=0 Win=32120 Len=0 MSS=1460"
"R"," R", "163294","09:10:09.043175","207.82.198.116","172.16.113.105","TCP","60","80 → 3249 [SYN, ACK] Seq=0 Ack=1 Win=32736 Len=0 MSS=1460"
"R"," R", "163295","09:10:09.043321","172.16.113.105","207.82.198.116","TCP","60","3249 → 80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"R"," R", "163296","09:10:09.043924","172.16.113.105","207.82.198.116","HTTP","290","GET / HTTP/1.0 "
"R"," R", "163297","09:10:09.063384","207.82.198.116","172.16.113.105","TCP","989","[TCP segment of a reassembled PDU]"
"R"," R", "163298","09:10:09.063450","207.82.198.116","172.16.113.105","HTTP","60","HTTP/1.1 200 OK  (text/html)"
"R"," R", "163299","09:10:09.063603","172.16.113.105","207.82.198.116","TCP","60","3249 → 80 [ACK] Seq=237 Ack=937 Win=31184 Len=0"
"R"," R", "163300","09:10:09.064185","172.16.113.105","207.82.198.116","TCP","60","3249 → 80 [FIN, ACK] Seq=237 Ack=937 Win=32120 Len=0"
"R"," R", "163301","09:10:09.067684","207.82.198.116","172.16.113.105","TCP","60","80 → 3249 [ACK] Seq=937 Ack=238 Win=32735 Len=0"
"R"," R", "163302","09:10:09.069106","172.16.113.105","207.82.198.116","TCP","60","3250 → 80 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"R"," R", "163303","09:10:09.070986","207.82.198.116","172.16.113.105","TCP","60","80 → 3250 [SYN, ACK] Seq=0 Ack=1 Win=32736 Len=0 MSS=1460"
"R"," R", "163304","09:10:09.071137","172.16.113.105","207.82.198.116","TCP","60","3250 → 80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"R"," R", "163305","09:10:09.071633","172.16.113.105","207.82.198.116","HTTP","338","GET /Luftban2.jpg HTTP/1.0 "
"R"," R", "163306","09:10:09.086407","207.82.198.116","172.16.113.105","TCP","60","80 → 3250 [ACK] Seq=1 Ack=285 Win=32736 Len=0"
"R"," R", "163307","09:10:09.097458","172.16.112.149","135.13.216.191","TELNET","60","Telnet Data ..."
"R"," R", "163308","09:10:09.098245","135.13.216.191","172.16.112.149","TELNET","60","Telnet Data ..."
"R"," R", "163309","09:10:09.115451","207.82.198.116","172.16.113.105","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163310","09:10:09.116683","207.82.198.116","172.16.113.105","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163311","09:10:09.117263","172.16.113.105","207.82.198.116","TCP","60","3250 → 80 [ACK] Seq=285 Ack=2921 Win=32120 Len=0"
"R"," R", "163312","09:10:09.117332","172.16.112.149","135.13.216.191","TCP","60","30176 → 23 [ACK] Seq=888 Ack=7607 Win=32120 Len=0"
"R"," R", "163313","09:10:09.123162","207.82.198.116","172.16.113.105","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163314","09:10:09.124419","207.82.198.116","172.16.113.105","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163315","09:10:09.125664","207.82.198.116","172.16.113.105","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163316","09:10:09.127261","172.16.113.105","207.82.198.116","TCP","60","3250 → 80 [ACK] Seq=285 Ack=7301 Win=32120 Len=0"
"R"," R", "163317","09:10:09.132987","207.82.198.116","172.16.113.105","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163318","09:10:09.134219","207.82.198.116","172.16.113.105","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163319","09:10:09.135449","207.82.198.116","172.16.113.105","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163320","09:10:09.136680","207.82.198.116","172.16.113.105","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163321","09:10:09.137262","172.16.113.105","207.82.198.116","TCP","60","3250 → 80 [ACK] Seq=285 Ack=13141 Win=32120 Len=0"
"R"," R", "163322","09:10:09.142938","207.82.198.116","172.16.113.105","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163323","09:10:09.144181","207.82.198.116","172.16.113.105","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163324","09:10:09.144919","207.82.198.116","172.16.113.105","HTTP","897","HTTP/1.1 200 OK  (JPEG JFIF image)"
"R"," R", "163325","09:10:09.144988","207.82.198.116","172.16.113.105","TCP","60","80 → 3250 [FIN, ACK] Seq=16904 Ack=285 Win=32736 Len=0"
"R"," R", "163326","09:10:09.145129","172.16.113.105","207.82.198.116","TCP","60","3250 → 80 [ACK] Seq=285 Ack=16905 Win=30660 Len=0"
"R"," R", "163327","09:10:09.145630","172.16.113.105","207.82.198.116","TCP","60","3250 → 80 [FIN, ACK] Seq=285 Ack=16905 Win=32120 Len=0"
"R"," R", "163328","09:10:09.147626","172.16.113.105","207.82.198.116","TCP","60","3251 → 80 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"R"," R", "163329","09:10:09.148988","207.82.198.116","172.16.113.105","TCP","60","80 → 3250 [ACK] Seq=16905 Ack=286 Win=32735 Len=0"
"R"," R", "163330","09:10:09.150023","207.82.198.116","172.16.113.105","TCP","60","80 → 3251 [SYN, ACK] Seq=0 Ack=1 Win=32736 Len=0 MSS=1460"
"R"," R", "163331","09:10:09.150168","172.16.113.105","207.82.198.116","TCP","60","3251 → 80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"R"," R", "163332","09:10:09.150651","172.16.113.105","207.82.198.116","HTTP","335","GET /right.jpg HTTP/1.0 "
"R"," R", "163333","09:10:09.166382","207.82.198.116","172.16.113.105","TCP","60","80 → 3251 [ACK] Seq=1 Ack=282 Win=32736 Len=0"
"R"," R", "163334","09:10:09.186836","207.82.198.116","172.16.113.105","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163335","09:10:09.188077","207.82.198.116","172.16.113.105","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163336","09:10:09.197248","172.16.113.105","207.82.198.116","TCP","60","3251 → 80 [ACK] Seq=282 Ack=2921 Win=32120 Len=0"
"R"," R", "163337","09:10:09.203147","207.82.198.116","172.16.113.105","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163338","09:10:09.204390","207.82.198.116","172.16.113.105","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163339","09:10:09.205621","207.82.198.116","172.16.113.105","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163340","09:10:09.207244","172.16.113.105","207.82.198.116","TCP","60","3251 → 80 [ACK] Seq=282 Ack=7301 Win=32120 Len=0"
"R"," R", "163341","09:10:09.212961","207.82.198.116","172.16.113.105","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163342","09:10:09.214200","207.82.198.116","172.16.113.105","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163343","09:10:09.215422","207.82.198.116","172.16.113.105","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163344","09:10:09.216653","207.82.198.116","172.16.113.105","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163345","09:10:09.217243","172.16.113.105","207.82.198.116","TCP","60","3251 → 80 [ACK] Seq=282 Ack=13141 Win=32120 Len=0"
"R"," R", "163346","09:10:09.222925","207.82.198.116","172.16.113.105","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163347","09:10:09.224167","207.82.198.116","172.16.113.105","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163348","09:10:09.225425","207.82.198.116","172.16.113.105","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163349","09:10:09.226648","207.82.198.116","172.16.113.105","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163350","09:10:09.227002","207.82.198.116","172.16.113.105","HTTP","418","HTTP/1.1 200 OK  (JPEG JFIF image)"
"R"," R", "163351","09:10:09.227240","172.16.113.105","207.82.198.116","TCP","60","3251 → 80 [ACK] Seq=282 Ack=19345 Win=32120 Len=0"
"R"," R", "163352","09:10:09.230565","207.82.198.116","172.16.113.105","TCP","60","80 → 3251 [FIN, ACK] Seq=19345 Ack=282 Win=32736 Len=0"
"R"," R", "163353","09:10:09.230711","172.16.113.105","207.82.198.116","TCP","60","3251 → 80 [ACK] Seq=282 Ack=19346 Win=32120 Len=0"
"R"," R", "163354","09:10:09.231069","172.16.113.105","207.82.198.116","TCP","60","3251 → 80 [FIN, ACK] Seq=282 Ack=19346 Win=32120 Len=0"
"R"," R", "163355","09:10:09.233467","172.16.113.105","207.82.198.116","TCP","60","3307 → 80 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"R"," R", "163356","09:10:09.234526","207.82.198.116","172.16.113.105","TCP","60","80 → 3251 [ACK] Seq=19346 Ack=283 Win=32735 Len=0"
"R"," R", "163357","09:10:09.235560","207.82.198.116","172.16.113.105","TCP","60","80 → 3307 [SYN, ACK] Seq=0 Ack=1 Win=32736 Len=0 MSS=1460"
"R"," R", "163358","09:10:09.235700","172.16.113.105","207.82.198.116","TCP","60","3307 → 80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"R"," R", "163359","09:10:09.236185","172.16.113.105","207.82.198.116","HTTP","334","GET /left.jpg HTTP/1.0 "
"R"," R", "163360","09:10:09.256356","207.82.198.116","172.16.113.105","TCP","60","80 → 3307 [ACK] Seq=1 Ack=281 Win=32736 Len=0"
"R"," R", "163361","09:10:09.278251","207.82.198.116","172.16.113.105","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163362","09:10:09.279481","207.82.198.116","172.16.113.105","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163363","09:10:09.287238","172.16.113.105","207.82.198.116","TCP","60","3307 → 80 [ACK] Seq=281 Ack=2921 Win=32120 Len=0"
"R"," R", "163364","09:10:09.293125","207.82.198.116","172.16.113.105","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163365","09:10:09.294363","207.82.198.116","172.16.113.105","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163366","09:10:09.295597","207.82.198.116","172.16.113.105","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163367","09:10:09.297226","172.16.113.105","207.82.198.116","TCP","60","3307 → 80 [ACK] Seq=281 Ack=7301 Win=32120 Len=0"
"R"," R", "163368","09:10:09.302906","207.82.198.116","172.16.113.105","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163369","09:10:09.304149","207.82.198.116","172.16.113.105","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163370","09:10:09.305391","207.82.198.116","172.16.113.105","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163371","09:10:09.306613","207.82.198.116","172.16.113.105","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163372","09:10:09.307223","172.16.113.105","207.82.198.116","TCP","60","3307 → 80 [ACK] Seq=281 Ack=13141 Win=32120 Len=0"
"R"," R", "163373","09:10:09.312966","207.82.198.116","172.16.113.105","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163374","09:10:09.314192","207.82.198.116","172.16.113.105","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163375","09:10:09.315426","207.82.198.116","172.16.113.105","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163376","09:10:09.316665","207.82.198.116","172.16.113.105","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163377","09:10:09.317887","207.82.198.116","172.16.113.105","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163378","09:10:09.317959","172.16.113.105","207.82.198.116","TCP","60","3307 → 80 [ACK] Seq=281 Ack=18981 Win=32120 Len=0"
"R"," R", "163379","09:10:09.323691","207.82.198.116","172.16.113.105","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163380","09:10:09.324966","207.82.198.116","172.16.113.105","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163381","09:10:09.326198","207.82.198.116","172.16.113.105","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163382","09:10:09.326900","207.82.198.116","172.16.113.105","HTTP","837","HTTP/1.1 200 OK  (JPEG JFIF image)"
"R"," R", "163383","09:10:09.326957","207.82.198.116","172.16.113.105","TCP","60","80 → 3307 [FIN, ACK] Seq=25604 Ack=281 Win=32736 Len=0"
"R"," R", "163384","09:10:09.327095","172.16.113.105","207.82.198.116","TCP","60","3307 → 80 [ACK] Seq=281 Ack=25605 Win=30660 Len=0"
"R"," R", "163385","09:10:09.327714","172.16.113.105","207.82.198.116","TCP","60","3307 → 80 [FIN, ACK] Seq=281 Ack=25605 Win=32120 Len=0"
"R"," R", "163386","09:10:09.330903","207.82.198.116","172.16.113.105","TCP","60","80 → 3307 [ACK] Seq=25605 Ack=282 Win=32735 Len=0"
"R"," R", "163387","09:10:09.347436","172.16.112.149","135.13.216.191","TELNET","60","Telnet Data ..."
"R"," R", "163388","09:10:09.348222","135.13.216.191","172.16.112.149","TELNET","60","Telnet Data ..."
"R"," R", "163389","09:10:09.367213","172.16.112.149","135.13.216.191","TCP","60","30176 → 23 [ACK] Seq=889 Ack=7608 Win=32120 Len=0"
"R"," R", "163390","09:10:09.807234","172.16.112.149","135.13.216.191","TELNET","60","Telnet Data ..."
"R"," R", "163391","09:10:09.808221","135.13.216.191","172.16.112.149","TELNET","60","Telnet Data ..."
"R"," R", "163392","09:10:09.827113","172.16.112.149","135.13.216.191","TCP","60","30176 → 23 [ACK] Seq=890 Ack=7609 Win=32120 Len=0"
"R"," R", "163393","09:10:10.088489","194.27.251.21","172.16.112.100","TCP","60","4826 → 80 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"R"," R", "163394","09:10:10.088658","172.16.112.100","194.27.251.21","TCP","60","80 → 4826 [SYN, ACK] Seq=0 Ack=1 Win=8760 Len=0 MSS=1460"
"R"," R", "163395","09:10:10.089398","194.27.251.21","172.16.112.100","TCP","60","4826 → 80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"R"," R", "163396","09:10:10.090045","194.27.251.21","172.16.112.100","HTTP","244","GET /html/doc/comment-howto.html HTTP/1.0 "
"R"," R", "163397","09:10:10.177377","172.16.112.149","135.13.216.191","TELNET","60","Telnet Data ..."
"R"," R", "163398","09:10:10.178247","135.13.216.191","172.16.112.149","TELNET","60","Telnet Data ..."
"R"," R", "163399","09:10:10.196232","172.16.112.100","194.27.251.21","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163400","09:10:10.197464","172.16.112.100","194.27.251.21","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163401","09:10:10.197534","172.16.112.149","135.13.216.191","TCP","60","30176 → 23 [ACK] Seq=891 Ack=7610 Win=32120 Len=0"
"R"," R", "163402","09:10:10.208054","194.27.251.21","172.16.112.100","TCP","60","4826 → 80 [ACK] Seq=191 Ack=2921 Win=32120 Len=0"
"R"," R", "163403","09:10:10.209344","172.16.112.100","194.27.251.21","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163404","09:10:10.209966","172.16.112.100","194.27.251.21","HTTP","734","HTTP/1.0 200 OK  (text/html)"
"R"," R", "163405","09:10:10.211837","194.27.251.21","172.16.112.100","TCP","60","4826 → 80 [ACK] Seq=191 Ack=5062 Win=30660 Len=0"
"R"," R", "163406","09:10:10.212312","194.27.251.21","172.16.112.100","TCP","60","4826 → 80 [FIN, ACK] Seq=191 Ack=5062 Win=32120 Len=0"
"R"," R", "163407","09:10:10.212447","172.16.112.100","194.27.251.21","TCP","60","80 → 4826 [ACK] Seq=5062 Ack=192 Win=8570 Len=0"
"R"," R", "163408","09:10:10.225688","194.27.251.21","172.16.112.100","TCP","60","4827 → 80 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"R"," R", "163409","09:10:10.225846","172.16.112.100","194.27.251.21","TCP","60","80 → 4827 [SYN, ACK] Seq=0 Ack=1 Win=8760 Len=0 MSS=1460"
"R"," R", "163410","09:10:10.226553","194.27.251.21","172.16.112.100","TCP","60","4827 → 80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"R"," R", "163411","09:10:10.227222","194.27.251.21","172.16.112.100","HTTP","304","GET /html/images/services.gif HTTP/1.0 "
"R"," R", "163412","09:10:10.289801","172.16.112.100","194.27.251.21","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163413","09:10:10.291030","172.16.112.100","194.27.251.21","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "163414","09:10:10.298077","194.27.251.21","172.16.112.100","TCP","60","4827 → 80 [ACK] Seq=251 Ack=2921 Win=32120 Len=0"
"R"," R", "163415","09:10:10.298463","172.16.112.100","194.27.251.21","HTTP","383","HTTP/1.0 200 OK  (GIF87a)"
"R"," R", "163416","09:10:10.299450","194.27.251.21","172.16.112.100","TCP","60","4827 → 80 [ACK] Seq=251 Ack=3251 Win=31790 Len=0"
"R"," R", "163417","09:10:10.299846","194.27.251.21","172.16.112.100","TCP","60","4827 → 80 [FIN, ACK] Seq=251 Ack=3251 Win=32120 Len=0"
"R"," R", "163418","09:10:10.299975","172.16.112.100","194.27.251.21","TCP","60","80 → 4827 [ACK] Seq=3251 Ack=252 Win=8510 Len=0"
"R"," R", "163419","09:10:10.303276","194.27.251.21","172.16.112.100","TCP","60","4828 → 80 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"R"," R", "163420","09:10:10.303418","172.16.112.100","194.27.251.21","TCP","60","80 → 4828 [SYN, ACK] Seq=0 Ack=1 Win=8760 Len=0 MSS=1460"
"R"," R", "163421","09:10:10.304158","194.27.251.21","172.16.112.100","TCP","60","4828 → 80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"R"," R", "163422","09:10:10.304851","194.27.251.21","172.16.112.100","HTTP","300","GET /html/images/main.gif HTTP/1.0 "
"R"," R", "163423","09:10:10.325283","172.16.112.100","194.27.251.21","HTTP","1461","HTTP/1.0 200 OK  (GIF87a)"
"R"," R", "163424","09:10:10.325353","172.16.112.100","194.27.251.21","TCP","60","80 → 4828 [FIN, ACK] Seq=1408 Ack=247 Win=8514 Len=0"
"R"," R", "163425","09:10:10.327235","194.27.251.21","172.16.112.100","TCP","60","4828 → 80 [ACK] Seq=247 Ack=1409 Win=30712 Len=0"
"R"," R", "163426","09:10:10.328038","194.27.251.21","172.16.112.100","TCP","60","4828 → 80 [FIN, ACK] Seq=247 Ack=1409 Win=32120 Len=0"
"R"," R", "163427","09:10:10.328175","172.16.112.100","194.27.251.21","TCP","60","80 → 4828 [ACK] Seq=1409 Ack=248 Win=8514 Len=0"
"R"," R", "163428","09:10:10.330949","194.27.251.21","172.16.112.100","TCP","60","4829 → 80 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"R"," R", "163429","09:10:10.331096","172.16.112.100","194.27.251.21","TCP","60","80 → 4829 [SYN, ACK] Seq=0 Ack=1 Win=8760 Len=0 MSS=1460"
"R"," R", "163430","09:10:10.331810","194.27.251.21","172.16.112.100","TCP","60","4829 → 80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"R"," R", "163431","09:10:10.332469","194.27.251.21","172.16.112.100","HTTP","302","GET /html/images/groups.gif HTTP/1.0 "
